client_id,client_name,status,industry,assignee,due_date,start_date,date_created,date_updated,space,time_logged,Alternates,est_project_total,freight_gp,handled_by,labor_gp,potential_award_date,product_gp,project_total,RFI_due_date,RFP_due_date,revisions,sales_location,salesperson,Specsheets,Specifier,Vendor_partner_alts,Vendor_partner_base,sales_location_office
rfp00131,Southbay Resort & Spa,NO_BID,Retail / Hospitality,Ethan Brooks,2024-12-22 08:36:00,2024-11-15 20:36:00,2024-11-14 08:36:00,2025-01-03 02:00:49,RFP Team,10,0,199666.86,30,RFP Team,35,2025-01-25 22:36:00,20,261691,2024-11-26 05:36:00,2024-12-22 08:36:00,2,ATLANTA,William Carter,0,HKS,,KI; Davis Furniture; Global; National,Atlanta
rfp00132,Southbay Resort & Spa,LOST,Retail / Hospitality,Sophia Carter,2025-11-07 12:53:00,2025-10-15 03:53:00,2025-10-14 16:53:00,2025-12-06 05:02:27,RFP Team,43,1,1138104.49,30,Sales,35,2025-11-29 21:53:00,20,294948,2025-10-27 12:53:00,2025-11-07 12:53:00,4,ORLANDO,Liam Parker,0,Vocon,m.a.d.,KI; Bernhardt; JSI; Global,Orlando
rfp00133,Silverline Corporate Campus,DRAFT,Corporate Office,William Wilson,2024-12-05 15:59:00,2024-11-16 23:59:00,2024-11-15 08:59:00,2024-11-20 05:01:32,Strategic Accounts,11,0,175579.95,30,Design,35,2025-02-08 05:59:00,20,175105.11,2024-11-25 15:59:00,2024-12-05 15:59:00,1,ATLANTA,Grace Turner,1,TPG Architecture,,HON; Allsteel,Atlanta
rfp00134,Capital STEM Research Building,IN_REVIEW,Education,James Davis,2025-04-11 06:36:00,2025-03-04 18:36:00,2025-03-03 17:36:00,2025-03-26 05:26:54,Education Pursuits,24,1,166364.49,30,Sales,35,2025-05-20 20:36:00,20,151879.28,2025-03-21 04:36:00,2025-04-11 06:36:00,2,ATLANTA,James Davis,1,Perkins&Will,Darran; 9to5 Seating; Fabricate,Teknion; KI,Atlanta
rfp00135,Metro City Government Center,SUBMITTED,Government,Noah Walker,2025-01-03 08:45:00,2024-11-25 16:45:00,2024-11-25 13:45:00,2025-01-06 08:18:10,Public Sector Bids,48,1,1149492.09,16,Sales,24,2025-01-22 22:45:00,8,1073655.21,2024-12-12 08:45:00,2025-01-03 08:45:00,3,HOLLYWOOD,Emily Moore,1,Corgan,Martin Brattrud,HON; Global; Haworth,Hollywood
rfp00136,Summit Care Hospital,WON,Healthcare,Olivia Bennett,2026-02-11 16:15:00,2026-01-18 03:15:00,2026-01-16 10:15:00,2026-03-28 02:07:09,Healthcare Bids,136,0,4204678.22,14,Design,21,2026-03-31 06:15:00,7,4712831.39,2026-01-28 15:15:00,2026-02-11 16:15:00,8,TAMPA,Liam Parker,1,Unispace,,Teknion; National; Bernhardt; Kimball,Tampa
rfp00137,Metro City Government Center,DRAFT,Government,Mia Cooper,2026-03-10 18:14:00,2026-02-15 04:14:00,2026-02-13 08:14:00,2026-02-23 15:18:40,Public Sector Bids,56,1,2434426.36,14,Sales,21,2026-04-03 08:14:00,7,2486344.01,2026-02-26 18:14:00,2026-03-10 18:14:00,7,ATLANTA,Daniel Moore,0,DLR Group,Fabricate; Versteel,KI; Haworth; Kimball; Teknion,Atlanta
rfp00138,Skyline Boutique Hotel,LOST,Retail / Hospitality,Sophia Carter,2026-04-30 07:30:00,2026-03-19 19:30:00,2026-03-19 16:30:00,2026-04-30 07:30:00,RFP Team,37,1,834486.34,30,RFP Team,35,2026-05-27 18:30:00,20,233641,2026-04-03 07:30:00,2026-04-30 07:30:00,2,ATLANTA,Ava Jenkins,1,The Switzer Group,Martin Brattrud; Arcadia; Darran,Stylex; HON; Bernhardt,Atlanta
rfp00139,Cedar Grove Library Commons,NO_BID,Education,Olivia Bennett,2024-12-05 22:08:00,2024-10-25 08:08:00,2024-10-24 13:08:00,2025-01-05 11:54:25,Education Pursuits,29,1,2213607.72,30,RFP Team,35,2025-01-04 12:08:00,20,117545,2024-11-08 20:08:00,2024-12-05 22:08:00,3,ORLANDO,Liam Parker,0,Savills,Beaufurn; Darran; Versteel,Humanscale; Bernhardt; National,Orlando
rfp00140,Valley Pediatric Institute,SUBMITTED,Healthcare,Amelia Reed,2026-02-16 18:57:00,2026-01-21 06:57:00,2026-01-20 10:57:00,2026-02-13 09:39:35,Healthcare Bids,13,1,308558.85,20,Design,30,2026-03-25 08:57:00,10,321218.37,2026-01-29 16:57:00,2026-02-16 18:57:00,0,ORLANDO,Emily Moore,1,CallisonRTKL,Fabricate,HON; National; Bernhardt,Orlando
rfp00141,Apex Consulting HQ,WON,Corporate Office,Ethan Brooks,2025-03-28 22:01:00,2025-03-06 10:01:00,2025-03-05 14:01:00,2025-04-23 16:57:14,Strategic Accounts,29,0,655345.75,20,Sales,30,2025-05-31 09:01:00,10,691103.26,2025-03-14 22:01:00,2025-03-28 22:01:00,0,TAMPA,Ava Jenkins,1,The Switzer Group,,Allsteel; Global; Stylex; Teknion,Tampa
rfp00142,Cedar Grove Library Commons,SUBMITTED,Education,Olivia Bennett,2026-02-06 03:52:00,2025-12-30 11:52:00,2025-12-28 17:52:00,2026-01-21 14:07:59,Education Pursuits,74,0,2171321.05,14,RFP Team,21,2026-04-02 14:52:00,7,2393779.68,2026-01-10 01:52:00,2026-02-06 03:52:00,5,ATLANTA,James Davis,1,Corgan,,KI; Haworth; Kimball,Atlanta
rfp00143,Skyline Boutique Hotel,NO_BID,Retail / Hospitality,Amelia Reed,2026-03-31 15:10:00,2026-02-16 00:10:00,2026-02-15 16:10:00,2026-03-31 15:10:00,RFP Team,35,0,3082485.91,30,Design,35,2026-05-19 05:10:00,20,196763,2026-03-03 12:10:00,2026-03-31 15:10:00,5,NEW YORK,Emily Moore,1,CallisonRTKL,,Davis Furniture; Allsteel,New York
rfp00144,Northshore Surgical Center,LOST,Healthcare,Amelia Reed,2025-05-27 03:28:00,2025-04-28 18:28:00,2025-04-28 12:28:00,2025-07-15 06:08:27,Healthcare Bids,64,0,2215300.24,20,Creative,30,2025-07-28 17:28:00,10,352049,2025-05-10 03:28:00,2025-05-27 03:28:00,4,ATLANTA,Logan Foster,1,Perkins&Will,,Bernhardt; Stylex,Atlanta
rfp00145,Paragon Logistics HQ,IN_REVIEW,Corporate Office,David Thompson,2025-08-26 09:40:00,2025-08-08 22:40:00,2025-08-08 14:40:00,2025-08-26 13:52:47,Strategic Accounts,37,1,388782.52,20,RFP Team,30,2025-09-20 20:40:00,10,431658.92,2025-08-15 08:40:00,2025-08-26 09:40:00,4,NEW YORK,James Davis,1,HOK,m.a.d.; 9to5 Seating; Darran,Humanscale; Haworth; KI; Stylex,New York
rfp00146,Civic Services Headquarters,SUBMITTED,Government,Olivia Bennett,2026-03-11 16:59:00,2026-02-12 21:59:00,2026-02-11 17:59:00,2026-03-01 01:00:32,Public Sector Bids,24,0,273931.48,30,Marketing,35,2026-05-21 06:59:00,20,299338.73,2026-02-19 13:59:00,2026-03-11 16:59:00,1,ORLANDO,Grace Turner,1,Gensler,,Haworth; Davis Furniture,Orlando
rfp00147,Urban Market Flagship Store,LOST,Retail / Hospitality,Ethan Brooks,2026-03-31 01:08:00,2026-03-07 11:08:00,2026-03-06 17:08:00,2026-03-31 01:08:00,RFP Team,13,0,118839.01,30,Sales,35,2026-05-09 10:08:00,20,240364,2026-03-22 01:08:00,2026-03-31 01:08:00,3,NEW YORK,Liam Parker,0,Perkins&Will,,Kimball; Haworth; Stylex; Bernhardt,New York
rfp00148,Justice & Records Building,NO_BID,Government,William Wilson,2024-08-17 08:25:00,2024-07-18 23:25:00,2024-07-17 09:25:00,2024-09-18 13:39:34,Public Sector Bids,36,0,3360500.62,30,RFP Team,35,2024-10-11 22:25:00,20,132519,2024-07-24 08:25:00,2024-08-17 08:25:00,6,ORLANDO,Logan Foster,1,Gensler,,Global; Bernhardt; KI,Orlando
rfp00149,Transit Authority Operations Hub,WON,Government,Ethan Brooks,2025-07-05 19:09:00,2025-06-16 05:09:00,2025-06-15 14:09:00,2025-07-31 05:21:53,Public Sector Bids,61,0,1502807.5,16,RFP Team,24,2025-07-25 09:09:00,8,1690709.6,2025-06-26 17:09:00,2025-07-05 19:09:00,4,NEW YORK,Mason Reed,1,IA Interior Architects,,Humanscale; Kimball; HON; Bernhardt,New York
rfp00150,Metro Health Campus,DRAFT,Healthcare,Sophia Carter,2024-12-23 23:42:00,2024-11-18 12:42:00,2024-11-16 14:42:00,2024-11-22 06:51:21,Healthcare Bids,81,0,4215177.52,14,Sales,21,2025-01-27 13:42:00,7,4343024.66,2024-11-25 22:42:00,2024-12-23 23:42:00,6,TAMPA,Emily Taylor,0,Gensler,,Humanscale; HON; Teknion,Tampa
rfp00151,Lakeview Community College,NO_BID,Education,Sophia Carter,2025-02-15 11:47:00,2025-01-22 01:47:00,2025-01-21 15:47:00,2025-03-13 13:48:18,Education Pursuits,22,0,2078424.81,30,RFP Team,35,2025-04-12 01:47:00,20,31204,2025-02-07 10:47:00,2025-02-15 11:47:00,4,NEW YORK,Daniel Moore,0,CallisonRTKL,,Kimball; Global,New York
rfp00152,Metro City Government Center,WON,Government,Noah Walker,2024-11-03 13:48:00,2024-10-06 02:48:00,2024-10-05 13:48:00,2024-12-12 01:54:58,Public Sector Bids,115,1,3482752.48,14,Marketing,21,2024-12-30 03:48:00,7,3469299.57,2024-10-19 11:48:00,2024-11-03 13:48:00,6,TAMPA,Emily Taylor,1,Savills,Keilhauer,Stylex; Humanscale; Haworth,Tampa
rfp00153,Riverside Casino Expansion,WON,Retail / Hospitality,Lucas Martin,2025-10-23 07:31:00,2025-09-17 20:31:00,2025-09-16 13:31:00,2025-10-30 14:10:27,RFP Team,36,1,546286.94,20,Design,30,2025-11-19 18:31:00,10,604385.49,2025-10-04 05:31:00,2025-10-23 07:31:00,1,HOLLYWOOD,Ava Jenkins,1,IA Interior Architects,Versteel; Andreu World,Allsteel; KI,Hollywood
rfp00154,Vantage Dining Collective,NO_BID,Retail / Hospitality,Sophia Carter,2025-02-05 00:10:00,2025-01-07 11:10:00,2025-01-07 08:10:00,2025-03-16 22:50:11,RFP Team,14,1,1023372.73,30,RFP Team,35,2025-03-13 09:10:00,20,258437,2025-01-22 23:10:00,2025-02-05 00:10:00,4,ATLANTA,Liam Parker,0,Savills,Fabricate,Haworth; HON,Atlanta
rfp00155,Metro City Government Center,NO_BID,Government,Olivia Bennett,2024-08-07 15:46:00,2024-07-06 06:46:00,2024-07-05 13:46:00,2024-10-03 13:14:39,Public Sector Bids,39,0,2303704.93,30,Sales,35,2024-10-13 02:46:00,20,276233,2024-07-16 15:46:00,2024-08-07 15:46:00,6,HOLLYWOOD,Logan Foster,1,DLR Group,,Haworth; KI; Humanscale,Hollywood
rfp00156,Vantage Dining Collective,LOST,Retail / Hospitality,David Thompson,2024-10-29 17:08:00,2024-10-07 23:08:00,2024-10-06 13:08:00,2024-11-04 18:10:12,RFP Team,105,1,3448312.2,30,RFP Team,35,2024-11-30 02:08:00,20,256344,2024-10-18 15:08:00,2024-10-29 17:08:00,8,ORLANDO,William Carter,0,IA Interior Architects,OFS; 9to5 Seating; Darran,Stylex; HON; Allsteel,Orlando
rfp00157,BlueOak Legal Offices,IN_REVIEW,Corporate Office,William Wilson,2024-09-25 16:19:00,2024-08-20 04:19:00,2024-08-19 14:19:00,2024-09-06 17:13:38,Strategic Accounts,70,0,2515258.81,14,RFP Team,21,2024-11-23 06:19:00,7,2551749.86,2024-08-30 13:19:00,2024-09-25 16:19:00,4,ATLANTA,Liam Parker,0,IA Interior Architects,,Humanscale; Teknion; KI,Atlanta
rfp00158,Transit Authority Operations Hub,SUBMITTED,Government,Amelia Reed,2025-12-18 16:48:00,2025-11-18 02:48:00,2025-11-17 11:48:00,2025-11-23 07:31:42,Public Sector Bids,116,1,3937680.17,14,Design,21,2026-02-23 03:48:00,7,3535478.58,2025-11-29 14:48:00,2025-12-18 16:48:00,7,ORLANDO,Mason Reed,1,NELSON,SitOnIt; Martin Brattrud,Davis Furniture; Global; Allsteel; Bernhardt,Orlando
rfp00159,Transit Authority Operations Hub,DRAFT,Government,Mia Cooper,2025-05-01 09:59:00,2025-04-10 21:59:00,2025-04-10 16:59:00,2025-04-20 12:20:54,Public Sector Bids,86,1,3716785.07,14,Design,21,2025-06-02 18:59:00,7,3861027.76,2025-04-22 09:59:00,2025-05-01 09:59:00,7,NEW YORK,Emily Taylor,0,Perkins&Will,Andreu World; Darran,Davis Furniture; Humanscale; Stylex; National,New York
rfp00160,Justice & Records Building,LOST,Government,William Wilson,2025-05-11 01:19:00,2025-04-07 14:19:00,2025-04-07 10:19:00,2025-05-21 09:43:40,Public Sector Bids,57,0,1638090.23,30,Marketing,35,2025-05-28 12:19:00,20,228135,2025-04-13 23:19:00,2025-05-11 01:19:00,5,HOLLYWOOD,Daniel Moore,1,JLL,,HON; Stylex,Hollywood
rfp00161,North County Administrative Complex,IN_REVIEW,Government,Amelia Reed,2025-03-20 06:16:00,2025-02-12 17:16:00,2025-02-12 15:16:00,2025-03-11 19:31:44,Public Sector Bids,64,0,1734376.84,16,Sales,24,2025-04-20 15:16:00,8,1699306.22,2025-02-18 05:16:00,2025-03-20 06:16:00,6,ATLANTA,Mason Reed,1,DLR Group,,Haworth; HON,Atlanta
rfp00162,Lakeside Medical Pavilion,SUBMITTED,Healthcare,Ethan Brooks,2025-04-02 15:51:00,2025-03-16 04:51:00,2025-03-14 10:51:00,2025-04-13 16:33:57,Healthcare Bids,32,0,832423.16,20,RFP Team,30,2025-05-03 00:51:00,10,821740.47,2025-03-27 13:51:00,2025-04-02 15:51:00,4,ORLANDO,Liam Parker,0,IA Interior Architects,,Haworth; National; Teknion,Orlando
rfp00163,North County Administrative Complex,IN_REVIEW,Government,Mia Cooper,2024-11-26 07:19:00,2024-10-27 18:19:00,2024-10-26 09:19:00,2024-11-08 01:36:26,Public Sector Bids,45,0,1298394.36,16,Sales,24,2024-12-27 21:19:00,8,1349170.34,2024-11-03 06:19:00,2024-11-26 07:19:00,3,ATLANTA,James Davis,0,Unispace,,Teknion; Kimball; National,Atlanta
rfp00164,Apex Consulting HQ,WON,Corporate Office,Ethan Brooks,2024-12-19 16:42:00,2024-11-28 23:42:00,2024-11-27 17:42:00,2025-01-01 04:16:14,Strategic Accounts,31,0,803230.81,20,Design,30,2025-02-08 01:42:00,10,864470.23,2024-12-10 13:42:00,2024-12-19 16:42:00,2,ORLANDO,Logan Foster,1,DLR Group,,Global; Stylex; National; Kimball,Orlando
rfp00165,Beacon Charter Academy,DRAFT,Education,Amelia Reed,2025-05-16 20:34:00,2025-04-07 09:34:00,2025-04-07 09:34:00,2025-04-08 12:35:39,Education Pursuits,17,0,558370.24,20,Sales,30,2025-07-03 07:34:00,10,558364.97,2025-04-16 18:34:00,2025-05-16 20:34:00,1,TAMPA,Daniel Moore,1,The Switzer Group,,Bernhardt; KI; JSI,Tampa
rfp00166,Cedar Grove Library Commons,IN_REVIEW,Education,Lucas Martin,2026-02-06 06:47:00,2026-01-12 18:47:00,2026-01-11 12:47:00,2026-01-27 21:25:09,Education Pursuits,35,0,990419.64,20,RFP Team,30,2026-03-28 20:47:00,10,891866.81,2026-01-17 06:47:00,2026-02-06 06:47:00,2,ATLANTA,Mason Reed,1,The Switzer Group,,Davis Furniture; Allsteel; Stylex; Humanscale,Atlanta
rfp00167,Paragon Logistics HQ,LOST,Corporate Office,Mia Cooper,2024-08-28 09:57:00,2024-08-08 17:57:00,2024-08-07 14:57:00,2024-10-03 07:47:48,Strategic Accounts,67,1,2098288.12,30,Design,35,2024-09-28 23:57:00,20,249645,2024-08-22 07:57:00,2024-08-28 09:57:00,4,TAMPA,Daniel Moore,1,The Switzer Group,Arcadia; 9to5 Seating; Fabricate,Global; JSI; Humanscale; Haworth,Tampa
rfp00168,Emerson University Innovation Hall,SUBMITTED,Education,James Davis,2025-01-31 04:28:00,2025-01-03 15:28:00,2025-01-03 12:28:00,2025-01-05 07:24:43,Education Pursuits,24,0,350351.33,20,RFP Team,30,2025-02-28 13:28:00,10,368080.7,2025-01-08 01:28:00,2025-01-31 04:28:00,0,TAMPA,Logan Foster,1,JLL,,KI; Humanscale; JSI,Tampa
rfp00169,Northshore Surgical Center,WON,Healthcare,Ethan Brooks,2025-03-11 20:17:00,2025-01-31 04:17:00,2025-01-30 15:17:00,2025-03-11 21:30:35,Healthcare Bids,111,1,3455715.15,14,RFP Team,21,2025-04-16 05:17:00,7,4048992.34,2025-02-14 20:17:00,2025-03-11 20:17:00,6,NEW YORK,Emily Taylor,1,HOK,Martin Brattrud,JSI; Davis Furniture; Stylex,New York
rfp00170,Cedar Grove Library Commons,IN_REVIEW,Education,Olivia Bennett,2024-11-13 21:09:00,2024-10-21 09:09:00,2024-10-19 17:09:00,2024-11-05 09:42:45,Education Pursuits,60,1,1866962.92,16,Design,24,2025-01-01 11:09:00,8,1796114.96,2024-11-01 18:09:00,2024-11-13 21:09:00,2,TAMPA,Daniel Moore,1,Savills,Andreu World,Bernhardt; JSI; HON; Global,Tampa
rfp00171,Southbay Resort & Spa,IN_REVIEW,Retail / Hospitality,Ethan Brooks,2025-01-27 22:44:00,2024-12-25 11:44:00,2024-12-25 08:44:00,2024-12-26 12:04:56,RFP Team,48,0,1811530.26,16,RFP Team,24,2025-02-11 09:44:00,8,1927596.51,2025-01-04 21:44:00,2025-01-27 22:44:00,1,TAMPA,William Carter,1,IA Interior Architects,,KI; Bernhardt,Tampa
rfp00172,Westfield High School District,SUBMITTED,Education,Olivia Bennett,2025-11-23 19:31:00,2025-11-01 07:31:00,2025-10-30 11:31:00,2025-11-08 09:08:49,Education Pursuits,23,1,97207.38,30,Sales,35,2026-01-18 06:31:00,20,98557.31,2025-11-14 19:31:00,2025-11-23 19:31:00,2,NEW YORK,Emily Moore,0,Savills,SitOnIt; Martin Brattrud,Davis Furniture; JSI; Allsteel,New York
rfp00173,Westfield High School District,WON,Education,Sophia Carter,2025-02-01 23:03:00,2025-01-04 12:03:00,2025-01-02 16:03:00,2025-02-11 15:18:43,Education Pursuits,23,0,204939.22,30,Design,35,2025-02-17 10:03:00,20,237004.55,2025-01-08 22:03:00,2025-02-01 23:03:00,3,ORLANDO,Logan Foster,1,Corgan,,National; KI; Allsteel; JSI,Orlando
rfp00174,Aurora Convention Center,SUBMITTED,Retail / Hospitality,Noah Walker,2025-09-23 21:30:00,2025-08-30 11:30:00,2025-08-29 08:30:00,2025-09-03 22:43:34,RFP Team,79,0,2618990.98,14,Design,21,2025-11-01 11:30:00,7,2666582.17,2025-09-09 21:30:00,2025-09-23 21:30:00,6,ORLANDO,Logan Foster,1,HKS,,Bernhardt; Stylex; Humanscale; Global,Orlando
rfp00175,North Ridge Student Center,LOST,Education,Olivia Bennett,2024-11-19 01:17:00,2024-10-27 16:17:00,2024-10-27 11:17:00,2024-12-04 09:01:09,Education Pursuits,40,1,882145.56,30,RFP Team,35,2025-01-05 15:17:00,20,179344,2024-11-03 01:17:00,2024-11-19 01:17:00,1,ATLANTA,Logan Foster,1,Vocon,Keilhauer; 9to5 Seating,Kimball; Humanscale; Bernhardt,Atlanta
rfp00176,North County Administrative Complex,WON,Government,William Wilson,2024-09-18 06:23:00,2024-08-25 16:23:00,2024-08-24 11:23:00,2024-10-02 00:00:29,Public Sector Bids,107,0,3201844.24,14,RFP Team,21,2024-10-06 20:23:00,7,3619132.06,2024-09-07 06:23:00,2024-09-18 06:23:00,7,ORLANDO,Liam Parker,1,DLR Group,,Haworth; Kimball; National,Orlando
rfp00177,Apex Consulting HQ,WON,Corporate Office,William Wilson,2025-06-13 16:57:00,2025-05-21 02:57:00,2025-05-19 13:57:00,2025-06-14 20:44:51,Strategic Accounts,33,0,1015870.47,16,RFP Team,24,2025-08-03 01:57:00,8,1169339.24,2025-06-05 16:57:00,2025-06-13 16:57:00,2,TAMPA,William Carter,0,NELSON,,Bernhardt; Humanscale,Tampa
rfp00178,Riverbend Clinic Network,SUBMITTED,Healthcare,Sophia Carter,2025-05-19 13:44:00,2025-04-19 04:44:00,2025-04-18 14:44:00,2025-06-04 18:15:34,Healthcare Bids,90,1,2633027.17,14,RFP Team,21,2025-06-16 00:44:00,7,2450889.28,2025-04-23 13:44:00,2025-05-19 13:44:00,6,ORLANDO,Emily Moore,1,Corgan,Darran,KI; Bernhardt; Teknion; Davis Furniture,Orlando
rfp00179,Beacon Charter Academy,IN_REVIEW,Education,Mia Cooper,2026-02-01 06:24:00,2025-12-29 12:24:00,2025-12-28 14:24:00,2026-02-15 19:33:54,Education Pursuits,33,0,980113.22,20,Creative,30,2026-03-14 17:24:00,10,923908.16,2026-01-03 04:24:00,2026-02-01 06:24:00,2,ORLANDO,Liam Parker,0,Corgan,,Davis Furniture; Allsteel; JSI,Orlando
rfp00180,Southbay Resort & Spa,SUBMITTED,Retail / Hospitality,James Davis,2025-03-02 04:08:00,2025-01-22 17:08:00,2025-01-22 11:08:00,2025-02-13 16:40:50,RFP Team,19,1,101863.85,30,Creative,35,2025-04-08 13:08:00,20,108686.13,2025-02-08 02:08:00,2025-03-02 04:08:00,2,ATLANTA,Daniel Moore,1,The Switzer Group,m.a.d.,JSI; Allsteel; Global,Atlanta
rfp00181,Meridian Services Hub,NO_BID,Corporate Office,William Wilson,2024-11-14 08:06:00,2024-10-24 21:06:00,2024-10-23 10:06:00,2025-01-11 05:32:11,Strategic Accounts,34,0,2797697.1,30,RFP Team,35,2025-01-08 17:06:00,20,226746,2024-11-01 07:06:00,2024-11-14 08:06:00,5,ORLANDO,Mason Reed,1,The Switzer Group,,HON; Davis Furniture,Orlando
rfp00182,Capital STEM Research Building,DRAFT,Education,Lucas Martin,2025-08-06 15:16:00,2025-07-07 02:16:00,2025-07-06 10:16:00,2025-07-09 20:33:47,Education Pursuits,24,1,378054.97,20,Marketing,30,2025-10-09 05:16:00,10,364383.42,2025-07-18 14:16:00,2025-08-06 15:16:00,2,NEW YORK,James Davis,0,NELSON,Versteel,Global; JSI; Allsteel; Bernhardt,New York
rfp00183,Cedar Grove Library Commons,DRAFT,Education,William Wilson,2024-09-23 12:38:00,2024-08-19 19:38:00,2024-08-18 10:38:00,2024-09-05 06:33:56,Education Pursuits,30,0,1037218.56,16,Design,24,2024-10-13 21:38:00,8,1064533.39,2024-09-03 09:38:00,2024-09-23 12:38:00,3,ATLANTA,Emily Taylor,1,The Switzer Group,,Humanscale; Haworth; Davis Furniture; Kimball,Atlanta
rfp00184,Capital STEM Research Building,WON,Education,Amelia Reed,2025-02-22 23:31:00,2025-01-10 11:31:00,2025-01-09 09:31:00,2025-04-28 05:44:11,Education Pursuits,74,0,2141586.66,14,Sales,21,2025-05-03 10:31:00,7,2091826.74,2025-01-24 20:31:00,2025-02-22 23:31:00,4,NEW YORK,William Carter,1,JLL,,JSI; Haworth; Teknion,New York
rfp00185,Meridian Services Hub,SUBMITTED,Corporate Office,David Thompson,2025-03-05 21:45:00,2025-02-11 08:45:00,2025-02-11 08:45:00,2025-03-03 06:55:42,Strategic Accounts,63,0,2630344.96,14,Creative,21,2025-03-23 08:45:00,7,2513387.52,2025-02-25 20:45:00,2025-03-05 21:45:00,4,TAMPA,Daniel Moore,0,Gensler,,Global; HON; KI; Stylex,Tampa
rfp00186,Emerson University Innovation Hall,LOST,Education,Ethan Brooks,2025-08-19 01:20:00,2025-07-24 13:20:00,2025-07-23 09:20:00,2025-08-19 10:53:18,Education Pursuits,46,0,1354729.21,30,Marketing,35,2025-09-21 12:20:00,20,91098,2025-08-03 01:20:00,2025-08-19 01:20:00,3,ATLANTA,Daniel Moore,1,NELSON,,KI; HON,Atlanta
rfp00187,Justice & Records Building,IN_REVIEW,Government,David Thompson,2024-09-09 09:46:00,2024-08-25 00:46:00,2024-08-24 13:46:00,2024-09-05 20:09:17,Public Sector Bids,49,0,1332972.39,16,Design,24,2024-10-06 23:46:00,8,1328357.25,2024-08-31 09:46:00,2024-09-09 09:46:00,2,ORLANDO,James Davis,1,HKS,,Allsteel; Kimball,Orlando
rfp00188,Regional Emergency Management Office,SUBMITTED,Government,Sophia Carter,2026-01-25 17:17:00,2025-12-25 03:17:00,2025-12-24 14:17:00,2026-01-07 22:27:14,Public Sector Bids,108,0,3881895.3,14,Marketing,21,2026-04-11 07:17:00,7,4029926.87,2026-01-02 17:17:00,2026-01-25 17:17:00,7,NEW YORK,Liam Parker,1,Unispace,,Allsteel; Haworth; HON,New York
rfp00189,North County Administrative Complex,LOST,Government,William Wilson,2025-12-15 16:55:00,2025-11-13 04:55:00,2025-11-12 16:55:00,2026-02-11 15:08:48,Public Sector Bids,45,0,1199189.29,30,Marketing,35,2026-02-15 06:55:00,20,162326,2025-11-18 14:55:00,2025-12-15 16:55:00,3,HOLLYWOOD,Mason Reed,1,Corgan,,Allsteel; Bernhardt; Teknion,Hollywood
rfp00190,Northbridge Financial Center,WON,Corporate Office,Lucas Martin,2025-06-01 22:43:00,2025-04-27 10:43:00,2025-04-26 16:43:00,2025-07-14 12:29:55,Strategic Accounts,41,0,742265.59,20,Sales,30,2025-07-19 12:43:00,10,844517.59,2025-05-09 19:43:00,2025-06-01 22:43:00,3,ATLANTA,Logan Foster,1,NELSON,,Humanscale; National,Atlanta
rfp00191,Aurora Convention Center,SUBMITTED,Retail / Hospitality,David Thompson,2026-01-23 01:47:00,2025-12-17 10:47:00,2025-12-15 10:47:00,2026-01-24 02:39:28,RFP Team,25,0,542917.79,20,RFP Team,30,2026-03-17 15:47:00,10,536887.33,2025-12-29 00:47:00,2026-01-23 01:47:00,1,NEW YORK,Logan Foster,1,DLR Group,,KI; Haworth; Humanscale; JSI,New York
rfp00192,Grand Harbor Hotel,NO_BID,Retail / Hospitality,Mia Cooper,2024-12-25 10:51:00,2024-11-19 21:51:00,2024-11-18 08:51:00,2025-01-19 02:56:22,RFP Team,21,0,1486965.38,30,RFP Team,35,2025-01-19 21:51:00,20,196688,2024-12-01 09:51:00,2024-12-25 10:51:00,4,HOLLYWOOD,Emily Moore,1,TPG Architecture,,Teknion; Haworth; Stylex; JSI,Hollywood
rfp00193,Regional Emergency Management Office,SUBMITTED,Government,James Davis,2024-11-05 17:51:00,2024-10-09 07:51:00,2024-10-07 16:51:00,2024-10-10 13:20:02,Public Sector Bids,10,0,150001.18,30,RFP Team,35,2024-12-06 02:51:00,20,150751.37,2024-10-15 16:51:00,2024-11-05 17:51:00,1,ATLANTA,Mason Reed,1,The Switzer Group,,Kimball; JSI; Allsteel; KI,Atlanta
rfp00194,Starlight Oncology Center,WON,Healthcare,William Wilson,2024-09-29 07:00:00,2024-09-12 18:00:00,2024-09-12 14:00:00,2024-10-14 09:35:57,Healthcare Bids,76,1,2109635.5,14,Design,21,2024-11-10 21:00:00,7,2171446.47,2024-09-17 04:00:00,2024-09-29 07:00:00,5,HOLLYWOOD,Ava Jenkins,0,DLR Group,Versteel; Keilhauer,Teknion; Davis Furniture; Global; JSI,Hollywood
rfp00195,Vantage Dining Collective,WON,Retail / Hospitality,Amelia Reed,2025-11-23 18:09:00,2025-10-11 08:09:00,2025-10-10 08:09:00,2025-12-23 10:05:08,RFP Team,19,1,115344.44,30,RFP Team,35,2026-02-05 03:09:00,20,111317.88,2025-10-25 17:09:00,2025-11-23 18:09:00,1,HOLLYWOOD,Emily Taylor,0,The Switzer Group,Fabricate; Andreu World; Darran,Allsteel; National; Humanscale,Hollywood
